,spectrum_id,center,atom_ref,multiplicity
MT:3530.11,SP:3530,4.62123,30,
MT:3531.1,SP:3531,3.252,10,
MT:3531.2,SP:3531,3.252,11,
MT:3531.3,SP:3531,3.411,8,
MT:3531.4,SP:3531,3.411,9,
MT:3532.1,SP:3532,7.09012,16,
MT:3532.2,SP:3532,7.14166,17,
MT:3532.3,SP:3532,7.37499,18,
MT:3532.4,SP:3532,7.68846,19,
MT:3532.5,SP:3532,6.9408,22,
MT:3532.6,SP:3532,4.6,20,
MT:3532.7,SP:3532,4.6,21,
MT:3533.1,SP:3533,7.2405,11,
MT:3533.2,SP:3533,7.2405,12,
MT:3534.1,SP:3534,3.4986,27,
MT:3534.2,SP:3534,3.4986,28,
MT:3534.3,SP:3534,3.4986,29,
MT:3534.4,SP:3534,3.4986,30,
MT:3534.5,SP:3534,3.8878,31,
MT:3534.6,SP:3534,3.8878,32,
MT:3534.7,SP:3534,3.8878,33,
MT:3534.8,SP:3534,3.8878,34,
MT:3534.9,SP:3534,3.7011,35,
MT:3534.10,SP:3534,3.7011,36,
MT:3534.11,SP:3534,3.7011,37,
MT:3534.12,SP:3534,3.7011,38,
MT:3534.13,SP:3534,3.8497,39,
MT:3534.14,SP:3534,3.8497,40,
MT:3534.15,SP:3534,3.8497,41,
MT:3534.16,SP:3534,3.8497,42,
MT:3534.17,SP:3534,3.8497,43,
MT:3534.18,SP:3534,3.8497,44,
MT:3534.19,SP:3534,3.8497,45,
MT:3534.20,SP:3534,3.8497,46,
MT:3535.1,SP:3535,7.57979,14,
MT:3535.2,SP:3535,7.53615,15,
MT:3535.3,SP:3535,7.96491,17,
MT:3535.4,SP:3535,8.60136,20,
MT:3535.5,SP:3535,7.90244,19,
MT:3535.6,SP:3535,8.04473,18,
MT:3535.7,SP:3535,7.90125,16,
MT:3536.1,SP:3536,1.3365,19,
MT:3536.2,SP:3536,1.3365,20,
MT:3536.3,SP:3536,1.3365,21,
MT:3536.4,SP:3536,4.4137,29,
MT:3536.5,SP:3536,3.68032,26,
MT:3536.6,SP:3536,3.70268,27,
MT:3536.7,SP:3536,7.18505,28,
MT:3536.8,SP:3536,7.34038,24,
MT:3536.9,SP:3536,7.05913,25,
MT:3536.10,SP:3536,6.978,22,
MT:3536.11,SP:3536,7.54055,23,
MT:3537.1,SP:3537,2.8506,16,
MT:3537.2,SP:3537,2.8506,17,
MT:3537.3,SP:3537,2.8506,18,
MT:3537.4,SP:3537,2.8506,19,
MT:3537.5,SP:3537,3.1281,20,
MT:3537.6,SP:3537,3.1281,21,
MT:3537.7,SP:3537,3.1281,22,
MT:3537.8,SP:3537,3.1281,23,
MT:3537.9,SP:3537,3.05157,24,
MT:3537.10,SP:3537,3.05157,25,
MT:3537.11,SP:3537,2.93429,26,
MT:3537.12,SP:3537,2.93429,27,
MT:3537.13,SP:3537,3.85082,28,
MT:3537.14,SP:3537,3.85082,29,
MT:3537.15,SP:3537,3.14973,30,
MT:3537.16,SP:3537,3.14973,31,
MT:3538.1,SP:3538,3.40905,8,
MT:3538.2,SP:3538,3.41304,9,
MT:3538.3,SP:3538,3.2536,10,
MT:3538.4,SP:3538,3.25184,11,
MT:3539.1,SP:3539,3.34169,7,
MT:3539.2,SP:3539,3.34269,8,
MT:3539.3,SP:3539,2.63335,9,
MT:3539.4,SP:3539,2.63361,10,
MT:3540.1,SP:3540,2.21627,10,
MT:3540.2,SP:3540,2.21627,11,
MT:3540.3,SP:3540,2.21627,12,
MT:3540.4,SP:3540,6.79441,14,
MT:3540.5,SP:3540,6.78431,13,
MT:3540.6,SP:3540,6.7725,15,
MT:3541.1,SP:3541,2.4069,19,
MT:3541.2,SP:3541,2.36169,20,
MT:3541.3,SP:3541,4.45121,23,
MT:3541.4,SP:3541,4.03757,24,
MT:3541.5,SP:3541,6.27149,25,
MT:3541.6,SP:3541,7.84144,17,
MT:3541.7,SP:3541,5.87653,18,
MT:3541.8,SP:3541,3.7471,21,
MT:3541.9,SP:3541,3.8244,22,
MT:3542.1,SP:3542,0.88197,5,
MT:3542.2,SP:3542,0.88197,6,
MT:3542.3,SP:3542,0.88197,7,
MT:3542.4,SP:3542,1.53509,8,
MT:3542.5,SP:3542,1.53509,9,
MT:3542.6,SP:3542,3.54582,10,
MT:3542.7,SP:3542,3.54582,11,
MT:3543.1,SP:3543,3.20562,9,
MT:3543.2,SP:3543,3.20562,10,
MT:3543.3,SP:3543,3.9671,11,
MT:3543.4,SP:3543,3.9671,12,
MT:3543.5,SP:3543,100.0,,
MT:3543.6,SP:3543,100.0,,
MT:3544.1,SP:3544,2.26201,9,
MT:3544.2,SP:3544,2.26201,10,
MT:3544.3,SP:3544,2.26201,11,
MT:3544.4,SP:3544,7.09491,17,
MT:3544.5,SP:3544,7.12801,15,
MT:3544.6,SP:3544,7.12801,16,
MT:3544.7,SP:3544,7.09491,18,
MT:3544.8,SP:3544,2.26201,12,
MT:3544.9,SP:3544,2.26201,13,
MT:3544.10,SP:3544,2.26201,14,
MT:3545.1,SP:3545,7.69404,14,
MT:3545.2,SP:3545,7.5967,13,
MT:3545.3,SP:3545,7.99068,16,
MT:3545.4,SP:3545,9.25563,19,
MT:3545.5,SP:3545,8.09899,17,
MT:3545.6,SP:3545,7.62999,15,
MT:3545.7,SP:3545,7.92141,18,
MT:3545.8,SP:3545,10.40255,20,
MT:3546.1,SP:3546,7.59514,11,
MT:3546.2,SP:3546,7.1758,12,
MT:3546.3,SP:3546,7.1758,13,
MT:3546.4,SP:3546,7.923,14,
MT:3546.5,SP:3546,8.36337,15,
MT:3546.6,SP:3546,8.36337,16,
MT:3546.7,SP:3546,7.41171,17,
MT:3546.8,SP:3546,7.41171,18,
MT:3547.1,SP:3547,7.54802,23,
MT:3547.2,SP:3547,6.89178,24,
MT:3547.3,SP:3547,7.68798,25,
MT:3547.4,SP:3547,6.193,26,
MT:3547.5,SP:3547,6.41415,27,
MT:3548.1,SP:3548,6.17725,12,
MT:3549.1,SP:3549,1.1696,4,
MT:3549.2,SP:3549,1.1696,5,
MT:3549.3,SP:3549,1.1696,6,
MT:3549.4,SP:3549,3.64079,7,
MT:3549.5,SP:3549,3.64079,8,
MT:3550.1,SP:3550,5.00249,21,
MT:3550.2,SP:3550,5.06541,22,
MT:3550.3,SP:3550,5.00249,23,
MT:3550.4,SP:3550,5.06541,24,
MT:3550.5,SP:3550,5.92841,25,
MT:3550.6,SP:3550,5.92841,26,
MT:3550.7,SP:3550,3.27208,27,
MT:3550.8,SP:3550,3.27208,28,
MT:3550.9,SP:3550,3.27208,29,
MT:3550.10,SP:3550,3.27208,30,
MT:3550.11,SP:3550,6.9398,31,
MT:3550.12,SP:3550,6.9398,32,
MT:3550.13,SP:3550,6.80368,33,
MT:3550.14,SP:3550,6.80368,34,
MT:3550.15,SP:3550,6.92185,35,
MT:3550.16,SP:3550,6.92185,36,
MT:3551.1,SP:3551,0.9432,10,
MT:3551.2,SP:3551,0.9432,11,
MT:3551.3,SP:3551,0.9432,12,
MT:3551.4,SP:3551,1.6922,18,
MT:3551.5,SP:3551,0.954,13,
MT:3551.6,SP:3551,0.954,14,
MT:3551.7,SP:3551,0.954,15,
MT:3551.8,SP:3551,1.7297,16,
MT:3551.9,SP:3551,1.6756,17,
MT:3551.10,SP:3551,3.7216,19,
MT:3552.1,SP:3552,1.15258,11,
MT:3552.2,SP:3552,1.15258,12,
MT:3552.3,SP:3552,1.15258,13,
MT:3552.4,SP:3552,1.15258,14,
MT:3552.5,SP:3552,1.15258,15,
MT:3552.6,SP:3552,1.15258,16,
MT:3552.7,SP:3552,2.37933,17,
MT:3552.8,SP:3552,2.37933,18,
MT:3553.1,SP:3553,4.2338,8,
MT:3553.2,SP:3553,4.2338,9,
MT:3553.3,SP:3553,6.01434,6,
MT:3553.4,SP:3553,6.24103,7,
MT:3554.1,SP:3554,3.76409,9,
MT:3554.2,SP:3554,3.61666,10,
MT:3554.3,SP:3554,3.66363,13,
MT:3554.4,SP:3554,3.66528,14,
MT:3554.5,SP:3554,3.61789,12,
MT:3554.6,SP:3554,3.76425,11,
MT:3555.1,SP:3555,6.81257,11,
MT:3555.2,SP:3555,7.28596,12,
MT:3555.3,SP:3555,7.69008,13,
MT:3555.4,SP:3555,6.85093,14,
MT:3556.1,SP:3556,7.72296,11,
MT:3556.2,SP:3556,7.72296,12,
MT:3556.3,SP:3556,6.81793,13,
MT:3556.4,SP:3556,6.81793,14,
MT:3557.1,SP:3557,8.08435,11,
MT:3557.2,SP:3557,8.00476,12,
MT:3558.1,SP:3558,4.23937,11,
MT:3558.2,SP:3558,4.12363,12,
MT:3558.3,SP:3558,4.88553,13,
MT:3558.4,SP:3558,5.94756,9,
MT:3558.5,SP:3558,5.9666,10,
MT:3559.1,SP:3559,3.239,20,
MT:3559.2,SP:3559,3.275,21,
MT:3559.3,SP:3559,6.02407,19,
MT:3559.4,SP:3559,7.53341,18,
MT:3559.5,SP:3559,6.09252,27,
MT:3559.6,SP:3559,4.3242,26,
MT:3559.7,SP:3559,4.2295,25,
MT:3559.8,SP:3559,4.11484,24,
MT:3559.9,SP:3559,3.80065,22,
MT:3559.10,SP:3559,3.89109,23,
MT:3560.1,SP:3560,3.74546,19,
MT:3560.2,SP:3560,1.88144,15,
MT:3560.3,SP:3560,1.90906,16,
MT:3560.4,SP:3560,1.49901,11,
MT:3560.5,SP:3560,1.43168,12,
MT:3560.6,SP:3560,1.70956,13,
MT:3560.7,SP:3560,1.72298,14,
MT:3560.8,SP:3560,3.01163,17,
MT:3560.9,SP:3560,3.01163,18,
MT:3561.1,SP:3561,0.79358,11,
MT:3561.2,SP:3561,0.79358,12,
MT:3561.3,SP:3561,0.79358,13,
MT:3561.4,SP:3561,1.5952,17,
MT:3561.5,SP:3561,1.5952,18,
MT:3561.6,SP:3561,2.59441,24,
MT:3561.7,SP:3561,1.21673,14,
MT:3561.8,SP:3561,1.21673,15,
MT:3561.9,SP:3561,1.21673,16,
MT:3561.10,SP:3561,7.20286,22,
MT:3561.11,SP:3561,7.27914,20,
MT:3561.12,SP:3561,7.16215,19,
MT:3561.13,SP:3561,7.27914,21,
MT:3561.14,SP:3561,7.20286,23,
MT:3562.1,SP:3562,1.4665,7,
MT:3562.2,SP:3562,1.4665,8,
MT:3562.3,SP:3562,1.4665,9,
MT:3562.4,SP:3562,3.76684,10,
MT:3563.1,SP:3563,1.315,7,
MT:3563.2,SP:3563,1.315,8,
MT:3563.3,SP:3563,1.315,9,
MT:3563.4,SP:3563,4.098,10,
MT:3564.1,SP:3564,2.4831,10,
MT:3564.2,SP:3564,2.4831,11,
MT:3564.3,SP:3564,2.4831,12,
MT:3564.4,SP:3564,7.37348,15,
MT:3564.5,SP:3564,7.81902,13,
MT:3564.6,SP:3564,7.81902,14,
MT:3564.7,SP:3564,7.37348,16,
MT:3564.8,SP:3564,10.0061,17,
MT:3565.1,SP:3565,2.917,8,
MT:3565.2,SP:3565,2.917,9,
MT:3565.3,SP:3565,2.917,10,
MT:3565.4,SP:3565,2.917,11,
MT:3565.5,SP:3565,2.917,12,
MT:3565.6,SP:3565,2.917,13,
MT:3565.7,SP:3565,3.71227,14,
MT:3565.8,SP:3565,3.71888,15,
MT:3566.1,SP:3566,3.1677,8,
MT:3566.2,SP:3566,3.1677,9,
MT:3566.3,SP:3566,1.7612,10,
MT:3566.4,SP:3566,1.7612,11,
MT:3566.5,SP:3566,100.0,,
MT:3566.6,SP:3566,100.0,,
MT:3567.1,SP:3567,6.6928,12,
MT:3567.2,SP:3567,7.29406,13,
MT:3567.3,SP:3567,6.92347,14,
MT:3568.1,SP:3568,0.8904,6,
MT:3568.2,SP:3568,0.8904,7,
MT:3568.3,SP:3568,0.8904,8,
MT:3568.4,SP:3568,1.33469,9,
MT:3568.5,SP:3568,1.33469,10,
MT:3568.6,SP:3568,1.51311,11,
MT:3568.7,SP:3568,1.51311,12,
MT:3568.8,SP:3568,3.59435,13,
MT:3568.9,SP:3568,3.59435,14,
MT:3569.1,SP:3569,2.43958,13,
MT:3569.2,SP:3569,2.65764,14,
MT:3569.3,SP:3569,4.21565,15,
MT:3570.1,SP:3570,1.3051,12,
MT:3570.2,SP:3570,1.3051,13,
MT:3570.3,SP:3570,1.3051,14,
MT:3570.4,SP:3570,2.39924,15,
MT:3570.5,SP:3570,2.44298,16,
MT:3570.6,SP:3570,2.39924,17,
MT:3570.7,SP:3570,2.44298,18,
MT:3571.1,SP:3571,1.76135,7,
MT:3571.2,SP:3571,1.76094,8,
MT:3571.3,SP:3571,1.76077,9,
MT:3571.4,SP:3571,1.76087,10,
MT:3571.5,SP:3571,3.04319,11,
MT:3571.6,SP:3571,3.04105,12,
MT:3571.7,SP:3571,3.04811,13,
MT:3571.8,SP:3571,3.03932,14,
MT:3572.1,SP:3572,3.8364,13,
MT:3572.2,SP:3572,3.8364,14,
MT:3572.3,SP:3572,3.8364,15,
MT:3572.4,SP:3572,6.8685,17,
MT:3572.5,SP:3572,6.5046,16,
MT:3572.6,SP:3572,7.43813,18,
MT:3573.1,SP:3573,7.67,13,
MT:3573.2,SP:3573,7.72154,14,
MT:3573.3,SP:3573,8.16165,16,
MT:3573.4,SP:3573,8.5471,19,
MT:3573.5,SP:3573,8.06614,17,
MT:3573.6,SP:3573,8.04019,18,
MT:3573.7,SP:3573,7.94975,15,
MT:3573.8,SP:3573,10.2027,20,
MT:3574.1,SP:3574,7.26457,12,
MT:3574.2,SP:3574,7.22352,13,
MT:3574.3,SP:3574,7.51722,15,
MT:3574.4,SP:3574,8.10031,14,
MT:3574.5,SP:3574,8.29167,16,
MT:3574.6,SP:3574,9.9418,17,
MT:3575.1,SP:3575,2.14467,10,
MT:3575.2,SP:3575,2.42184,11,
MT:3575.3,SP:3575,4.6557,14,
MT:3575.4,SP:3575,3.35606,12,
MT:3575.5,SP:3575,3.46742,13,
MT:3575.6,SP:3575,4.33559,15,
MT:3576.1,SP:3576,5.84609,10,
MT:3576.2,SP:3576,5.37225,11,
MT:3576.3,SP:3576,3.14579,12,
MT:3576.4,SP:3576,3.14579,13,
MT:3577.1,SP:3577,7.56838,14,
MT:3577.2,SP:3577,7.60241,15,
MT:3577.3,SP:3577,8.2133,19,
MT:3577.4,SP:3577,7.96001,17,
MT:3577.5,SP:3577,7.61767,20,
MT:3577.6,SP:3577,7.5357,16,
MT:3577.7,SP:3577,7.94622,18,
MT:3578.1,SP:3578,7.49987,16,
MT:3578.2,SP:3578,6.90367,13,
MT:3578.3,SP:3578,6.90367,14,
MT:3578.4,SP:3578,7.49987,17,
MT:3578.5,SP:3578,7.33268,15,
MT:3578.6,SP:3578,6.36481,18,
MT:3579.1,SP:3579,7.34788,15,
MT:3579.2,SP:3579,7.40477,16,
MT:3579.3,SP:3579,7.40477,17,
MT:3579.4,SP:3579,7.33998,18,
MT:3579.5,SP:3579,7.33998,19,
MT:3579.6,SP:3579,3.735,20,
MT:3579.7,SP:3579,3.7347,21,
MT:3579.8,SP:3579,3.65632,22,
MT:3579.9,SP:3579,3.65632,23,
MT:3580.1,SP:3580,7.6296,9,
MT:3580.2,SP:3580,8.23933,10,
MT:3580.3,SP:3580,8.89435,12,
MT:3580.4,SP:3580,8.77945,11,
MT:3581.1,SP:3581,4.4035,7,
MT:3581.2,SP:3581,4.4035,8,
MT:3581.3,SP:3581,4.4035,9,
MT:3581.4,SP:3581,4.4035,10,
MT:3582.1,SP:3582,3.67098,11,
MT:3582.2,SP:3582,3.60083,12,
MT:3582.3,SP:3582,3.84757,15,
MT:3582.4,SP:3582,3.77419,13,
MT:3582.5,SP:3582,3.8205,14,
MT:3582.6,SP:3582,100.0,,
MT:3582.7,SP:3582,100.0,,
MT:3583.1,SP:3583,5.792,9,
MT:3583.2,SP:3583,7.5265,10,
MT:3584.1,SP:3584,7.61724,14,
MT:3584.2,SP:3584,7.52995,15,
MT:3584.3,SP:3584,7.80654,17,
MT:3584.4,SP:3584,7.80986,18,
MT:3584.5,SP:3584,7.53145,16,
MT:3584.6,SP:3584,3.944,19,
MT:3584.7,SP:3584,3.944,20,
MT:3585.1,SP:3585,2.13611,11,
MT:3585.2,SP:3585,2.13611,12,
MT:3585.3,SP:3585,2.13611,13,
MT:3585.4,SP:3585,3.2077,14,
MT:3585.5,SP:3585,3.2077,15,
MT:3585.6,SP:3585,3.2077,16,
MT:3585.7,SP:3585,3.2077,17,
MT:3585.8,SP:3585,3.2077,18,
MT:3585.9,SP:3585,3.2077,19,
MT:3585.10,SP:3585,3.2077,20,
MT:3585.11,SP:3585,3.2077,21,
MT:3585.12,SP:3585,3.2077,22,
MT:3585.13,SP:3585,3.72473,23,
MT:3585.14,SP:3585,3.72473,24,
MT:3585.15,SP:3585,4.54317,25,
MT:3585.16,SP:3585,4.54317,26,
MT:3586.1,SP:3586,1.12688,11,
MT:3586.2,SP:3586,1.12688,12,
MT:3586.3,SP:3586,1.12688,13,
MT:3586.4,SP:3586,2.9332,14,
MT:3586.5,SP:3586,3.99249,15,
MT:3587.1,SP:3587,6.82071,10,
MT:3587.2,SP:3587,6.85516,11,
MT:3587.3,SP:3587,6.9354,12,
MT:3588.1,SP:3588,7.39459,13,
MT:3588.2,SP:3588,7.39459,14,
MT:3588.3,SP:3588,7.45968,15,
MT:3588.4,SP:3588,7.45968,16,
MT:3589.1,SP:3589,6.93547,9,
MT:3589.2,SP:3589,6.93547,10,
MT:3589.3,SP:3589,6.86042,11,
MT:3589.4,SP:3589,6.86042,12,
MT:3590.1,SP:3590,0.9457,15,
MT:3590.2,SP:3590,0.9457,16,
MT:3590.3,SP:3590,0.9457,17,
MT:3590.4,SP:3590,1.43019,18,
MT:3590.5,SP:3590,1.43019,19,
MT:3590.6,SP:3590,1.41162,20,
MT:3590.7,SP:3590,1.41162,21,
MT:3590.8,SP:3590,7.5931,22,
MT:3590.9,SP:3590,7.4716,23,
MT:3590.10,SP:3590,7.4716,24,
MT:3590.11,SP:3590,1.77244,25,
MT:3590.12,SP:3590,1.77244,26,
MT:3590.13,SP:3590,8.0089,27,
MT:3590.14,SP:3590,8.0067,28,
MT:3590.15,SP:3590,4.30318,29,
MT:3590.16,SP:3590,4.30318,30,
MT:3591.1,SP:3591,3.7341,5,
MT:3591.2,SP:3591,3.7341,6,
MT:3591.3,SP:3591,3.7341,7,
MT:3591.4,SP:3591,3.7341,8,
MT:3592.1,SP:3592,2.3554,10,
MT:3592.2,SP:3592,2.3554,11,
MT:3592.3,SP:3592,2.3554,12,
MT:3592.4,SP:3592,7.17855,16,
MT:3592.5,SP:3592,7.14849,14,
MT:3592.6,SP:3592,7.24629,13,
MT:3592.7,SP:3592,7.10587,15,
MT:3592.8,SP:3592,4.7816,17,
MT:3592.9,SP:3592,4.7816,18,
MT:3593.1,SP:3593,2.31226,9,
MT:3593.2,SP:3593,2.31226,10,
MT:3593.3,SP:3593,2.31226,11,
MT:3593.4,SP:3593,6.9961,18,
MT:3593.5,SP:3593,6.97152,16,
MT:3593.6,SP:3593,7.14125,15,
MT:3593.7,SP:3593,6.97152,17,
MT:3593.8,SP:3593,2.31226,12,
MT:3593.9,SP:3593,2.31226,13,
MT:3593.10,SP:3593,2.31226,14,
MT:3594.1,SP:3594,7.78886,11,
MT:3594.2,SP:3594,7.78886,12,
MT:3594.3,SP:3594,6.82117,13,
MT:3594.4,SP:3594,6.82117,14,
MT:3595.1,SP:3595,3.84193,12,
MT:3595.2,SP:3595,3.84193,13,
MT:3595.3,SP:3595,3.84193,14,
MT:3595.4,SP:3595,7.42165,15,
MT:3595.5,SP:3595,6.96171,16,
MT:3595.6,SP:3595,7.389,17,
MT:3595.7,SP:3595,9.7728,18,
MT:3596.1,SP:3596,7.03909,12,
MT:3596.2,SP:3596,7.36361,13,
MT:3596.3,SP:3596,6.95316,15,
MT:3596.4,SP:3596,6.95316,16,
MT:3596.5,SP:3596,7.36361,14,
MT:3596.6,SP:3596,4.4782,17,
MT:3596.7,SP:3596,4.4782,18,
MT:3597.1,SP:3597,2.8494,10,
MT:3597.2,SP:3597,2.93717,11,
MT:3597.3,SP:3597,3.99092,12,
MT:3598.1,SP:3598,2.49781,5,
MT:3598.2,SP:3598,2.49781,6,
MT:3598.3,SP:3598,2.49781,7,
MT:3599.1,SP:3599,0.0,13,
MT:3599.2,SP:3599,0.0,14,
MT:3599.3,SP:3599,0.0,15,
MT:3599.4,SP:3599,0.0,16,
MT:3599.5,SP:3599,0.0,17,
MT:3599.6,SP:3599,0.0,18,
MT:3599.7,SP:3599,0.6256,26,
MT:3599.8,SP:3599,0.6256,27,
MT:3599.9,SP:3599,1.7569,22,
MT:3599.10,SP:3599,1.7569,23,
MT:3599.11,SP:3599,2.9072,24,
MT:3599.12,SP:3599,2.9072,25,
MT:3599.13,SP:3599,0.0,19,
MT:3599.14,SP:3599,0.0,20,
MT:3599.15,SP:3599,0.0,21,
MT:3600.1,SP:3600,3.12625,11,
MT:3600.2,SP:3600,3.12625,12,
MT:3600.3,SP:3600,3.12625,13,
MT:3600.4,SP:3600,3.1263,14,
MT:3600.5,SP:3600,3.1263,15,
MT:3600.6,SP:3600,3.1263,16,
MT:3600.7,SP:3600,3.1263,17,
MT:3600.8,SP:3600,3.1263,18,
MT:3600.9,SP:3600,3.1263,19,
MT:3600.10,SP:3600,3.31,24,
MT:3600.11,SP:3600,3.31,25,
MT:3600.12,SP:3600,2.019,20,
MT:3600.13,SP:3600,2.019,21,
MT:3600.14,SP:3600,2.25936,22,
MT:3600.15,SP:3600,2.25936,23,
MT:3601.1,SP:3601,3.18,6,
MT:3601.2,SP:3601,3.18,7,
MT:3601.3,SP:3601,3.18,8,
MT:3601.4,SP:3601,3.18,9,
MT:3601.5,SP:3601,3.18,10,
MT:3601.6,SP:3601,3.18,11,
MT:3601.7,SP:3601,3.18,12,
MT:3601.8,SP:3601,3.18,13,
MT:3601.9,SP:3601,3.18,14,
MT:3601.10,SP:3601,3.18,15,
MT:3601.11,SP:3601,3.18,16,
MT:3601.12,SP:3601,3.18,17,
MT:3602.1,SP:3602,6.88478,14,
MT:3602.2,SP:3602,7.42013,15,
MT:3602.3,SP:3602,7.1088,20,
MT:3602.4,SP:3602,7.2855,21,
MT:3602.5,SP:3602,3.3044,16,
MT:3602.6,SP:3602,3.3044,17,
MT:3602.7,SP:3602,3.1065,18,
MT:3602.8,SP:3602,3.1065,19,
MT:3603.1,SP:3603,2.66745,10,
MT:3603.2,SP:3603,2.79926,11,
MT:3603.3,SP:3603,3.88503,12,
MT:3604.1,SP:3604,2.49518,14,
MT:3604.2,SP:3604,2.40937,15,
MT:3604.3,SP:3604,2.9589,16,
MT:3604.4,SP:3604,3.96982,17,
MT:3605.1,SP:3605,7.7453,12,
MT:3605.2,SP:3605,7.5962,13,
MT:3605.3,SP:3605,7.9463,15,
MT:3605.4,SP:3605,7.9463,16,
MT:3605.5,SP:3605,7.5962,14,
MT:3606.1,SP:3606,1.94042,10,
MT:3606.2,SP:3606,1.92129,11,
MT:3606.3,SP:3606,1.81474,12,
MT:3606.4,SP:3606,1.73544,13,
MT:3606.5,SP:3606,3.77622,16,
MT:3606.6,SP:3606,3.04268,14,
MT:3606.7,SP:3606,3.04268,15,
MT:3607.1,SP:3607,7.76102,10,
MT:3607.2,SP:3607,7.76102,11,
MT:3607.3,SP:3607,6.92969,12,
MT:3607.4,SP:3607,6.92959,13,
MT:3607.5,SP:3607,9.7885,14,
MT:3608.1,SP:3608,2.77299,25,
MT:3608.2,SP:3608,2.99607,26,
MT:3608.3,SP:3608,4.59909,27,
MT:3608.4,SP:3608,4.43447,29,
MT:3608.5,SP:3608,3.34735,28,
MT:3608.6,SP:3608,1.58785,21,
MT:3608.7,SP:3608,1.71972,22,
MT:3608.8,SP:3608,1.40745,17,
MT:3608.9,SP:3608,1.40604,18,
MT:3608.10,SP:3608,1.59465,19,
MT:3608.11,SP:3608,1.59416,20,
MT:3608.12,SP:3608,2.1843,23,
MT:3608.13,SP:3608,2.18541,24,
MT:3609.1,SP:3609,3.78395,9,
MT:3609.2,SP:3609,3.77877,10,
MT:3610.1,SP:3610,0.9665,8,
MT:3610.2,SP:3610,0.9665,9,
MT:3610.3,SP:3610,0.9665,10,
MT:3610.4,SP:3610,1.87753,11,
MT:3610.5,SP:3610,1.89769,12,
MT:3610.6,SP:3610,3.7,13,
MT:3611.1,SP:3611,6.98001,14,
MT:3611.2,SP:3611,7.28637,13,
MT:3611.3,SP:3611,6.9543,15,
MT:3611.4,SP:3611,7.57904,16,
MT:3611.5,SP:3611,7.6493,17,
MT:3611.6,SP:3611,6.53306,18,
MT:3612.1,SP:3612,1.9127,10,
MT:3612.2,SP:3612,1.9127,11,
MT:3612.3,SP:3612,1.9127,12,
MT:3612.4,SP:3612,7.3126,13,
MT:3613.1,SP:3613,3.06954,12,
MT:3613.2,SP:3613,3.06954,13,
MT:3613.3,SP:3613,6.64799,10,
MT:3613.4,SP:3613,5.85675,11,
MT:3614.1,SP:3614,7.15752,17,
MT:3614.2,SP:3614,7.23554,16,
MT:3614.3,SP:3614,7.49486,18,
MT:3614.4,SP:3614,7.74064,19,
MT:3614.5,SP:3614,7.2451,22,
MT:3614.6,SP:3614,3.06234,20,
MT:3614.7,SP:3614,3.25043,21,
MT:3614.8,SP:3614,4.33047,23,
MT:3615.1,SP:3615,7.28668,12,
MT:3615.2,SP:3615,6.90213,13,
MT:3615.3,SP:3615,6.90213,10,
MT:3615.4,SP:3615,7.28668,11,
MT:3615.5,SP:3615,4.5402,14,
MT:3615.6,SP:3615,4.5402,15,
MT:3616.1,SP:3616,2.022,14,
MT:3616.2,SP:3616,2.022,15,
MT:3616.3,SP:3616,2.022,16,
MT:3616.4,SP:3616,4.14944,21,
MT:3616.5,SP:3616,1.91239,17,
MT:3616.6,SP:3616,2.10861,18,
MT:3616.7,SP:3616,2.31985,19,
MT:3616.8,SP:3616,2.31287,20,
MT:3617.1,SP:3617,2.64037,9,
MT:3617.2,SP:3617,2.64037,10,
MT:3617.3,SP:3617,100.0,,
MT:3618.1,SP:3618,1.04318,6,
MT:3618.2,SP:3618,1.04318,7,
MT:3618.3,SP:3618,1.04318,8,
MT:3618.4,SP:3618,2.16822,9,
MT:3618.5,SP:3618,2.16822,10,
MT:3619.1,SP:3619,3.8128,16,
MT:3619.2,SP:3619,3.8128,17,
MT:3619.3,SP:3619,3.8128,18,
MT:3619.4,SP:3619,6.79116,24,
MT:3619.5,SP:3619,7.12335,22,
MT:3619.6,SP:3619,7.32113,26,
MT:3619.7,SP:3619,7.55883,23,
MT:3619.8,SP:3619,6.4803,25,
MT:3619.9,SP:3619,3.6996,19,
MT:3619.10,SP:3619,3.6996,20,
MT:3619.11,SP:3619,3.6996,21,
MT:3620.1,SP:3620,2.23171,16,
MT:3620.2,SP:3620,2.23171,17,
MT:3620.3,SP:3620,2.23171,18,
MT:3620.4,SP:3620,3.03707,19,
MT:3620.5,SP:3620,3.03707,20,
MT:3620.6,SP:3620,3.03707,21,
MT:3620.7,SP:3620,7.36596,25,
MT:3620.8,SP:3620,7.57815,23,
MT:3620.9,SP:3620,7.51478,22,
MT:3620.10,SP:3620,7.57815,24,
MT:3620.11,SP:3620,7.36596,26,
MT:3621.1,SP:3621,7.49821,10,
MT:3621.2,SP:3621,8.0747,11,
MT:3621.3,SP:3621,8.68925,13,
MT:3621.4,SP:3621,8.54444,12,
MT:3621.5,SP:3621,8.2773,14,
MT:3622.1,SP:3622,7.32682,13,
MT:3622.2,SP:3622,7.32682,14,
MT:3622.3,SP:3622,6.90256,15,
MT:3622.4,SP:3622,6.90256,16,
MT:3622.5,SP:3622,4.45882,17,
MT:3622.6,SP:3622,4.45882,18,
MT:3623.1,SP:3623,2.96124,12,
MT:3623.2,SP:3623,2.96124,13,
