,spectrum_id,center,atom_ref,multiplicity
MT:3355.9,SP:3355,6.72766,31,
MT:3355.10,SP:3355,6.72766,32,
MT:3355.11,SP:3355,2.19843,33,
MT:3355.12,SP:3355,2.68331,34,
MT:3355.13,SP:3355,2.19843,35,
MT:3355.14,SP:3355,2.68331,36,
MT:3355.15,SP:3355,6.6794,37,
MT:3355.16,SP:3355,6.6794,38,
MT:3355.17,SP:3355,1.72274,39,
MT:3355.18,SP:3355,1.72274,40,
MT:3356.1,SP:3356,3.70528,9,
MT:3356.2,SP:3356,3.70528,10,
MT:3356.3,SP:3356,3.70528,11,
MT:3356.4,SP:3356,2.5262,14,
MT:3356.5,SP:3356,2.5262,15,
MT:3356.6,SP:3356,1.96288,12,
MT:3356.7,SP:3356,1.96288,13,
MT:3356.8,SP:3356,3.035,16,
MT:3356.9,SP:3356,3.035,17,
MT:3357.1,SP:3357,3.84134,12,
MT:3357.2,SP:3357,3.84134,13,
MT:3357.3,SP:3357,3.84134,14,
MT:3357.4,SP:3357,6.81641,15,
MT:3357.5,SP:3357,6.81641,16,
MT:3357.6,SP:3357,7.86522,17,
MT:3357.7,SP:3357,7.86522,18,
MT:3358.1,SP:3358,1.73236,10,
MT:3358.2,SP:3358,1.73354,11,
MT:3358.3,SP:3358,1.67044,12,
MT:3358.4,SP:3358,1.67224,13,
MT:3358.5,SP:3358,3.22997,16,
MT:3358.6,SP:3358,3.22997,17,
MT:3358.7,SP:3358,3.02214,14,
MT:3358.8,SP:3358,3.02214,15,
MT:3359.1,SP:3359,3.0941,14,
MT:3359.2,SP:3359,3.0941,15,
MT:3359.3,SP:3359,5.64893,13,
MT:3360.1,SP:3360,1.71927,13,
MT:3360.2,SP:3360,1.64082,14,
MT:3360.3,SP:3360,1.90075,15,
MT:3360.4,SP:3360,1.91701,16,
MT:3360.5,SP:3360,3.23608,17,
MT:3360.6,SP:3360,3.23692,18,
MT:3360.7,SP:3360,3.76386,19,
MT:3361.1,SP:3361,7.53894,13,
MT:3361.2,SP:3361,7.28857,12,
MT:3361.3,SP:3361,7.49515,14,
MT:3361.4,SP:3361,7.34008,15,
MT:3361.5,SP:3361,7.71991,16,
MT:3361.6,SP:3361,6.4326,17,
MT:3362.1,SP:3362,7.88069,13,
MT:3362.2,SP:3362,7.16217,11,
MT:3362.3,SP:3362,7.16217,12,
MT:3362.4,SP:3362,7.88069,14,
MT:3362.5,SP:3362,100.0,,
MT:3362.6,SP:3362,100.0,,
MT:3363.1,SP:3363,3.26569,13,
MT:3363.2,SP:3363,3.60856,17,
MT:3363.3,SP:3363,3.60856,15,
MT:3363.4,SP:3363,3.52271,14,
MT:3363.5,SP:3363,3.52271,18,
MT:3363.6,SP:3363,4.0489,16,
MT:3364.1,SP:3364,1.73885,10,
MT:3364.2,SP:3364,1.72401,11,
MT:3364.3,SP:3364,1.67926,12,
MT:3364.4,SP:3364,1.66613,13,
MT:3364.5,SP:3364,3.22981,14,
MT:3364.6,SP:3364,3.22981,15,
MT:3364.7,SP:3364,3.02287,16,
MT:3364.8,SP:3364,3.02287,17,
MT:3365.1,SP:3365,3.54433,6,
MT:3365.2,SP:3365,3.54433,7,
MT:3366.1,SP:3366,7.83529,29,
MT:3366.2,SP:3366,7.83529,30,
MT:3366.3,SP:3366,7.13129,25,
MT:3366.4,SP:3366,7.13129,26,
MT:3366.5,SP:3366,2.83432,27,
MT:3366.6,SP:3366,3.14229,28,
MT:3366.7,SP:3366,3.50856,31,
MT:3367.1,SP:3367,2.6647,6,
MT:3367.2,SP:3367,2.6647,7,
MT:3367.3,SP:3367,2.6647,8,
MT:3368.1,SP:3368,2.64257,14,
MT:3368.2,SP:3368,2.52218,15,
MT:3368.3,SP:3368,2.52218,16,
MT:3368.4,SP:3368,2.64257,17,
MT:3369.1,SP:3369,5.16375,11,
MT:3369.2,SP:3369,5.15962,12,
MT:3369.3,SP:3369,6.02311,13,
MT:3369.4,SP:3369,6.89132,14,
MT:3369.5,SP:3369,7.13578,15,
MT:3369.6,SP:3369,3.41272,16,
MT:3369.7,SP:3369,3.42153,17,
MT:3369.8,SP:3369,7.11326,18,
MT:3369.9,SP:3369,6.81213,19,
MT:3370.1,SP:3370,0.9874,7,
MT:3370.2,SP:3370,0.9874,8,
MT:3370.3,SP:3370,0.9874,9,
MT:3370.4,SP:3370,0.9874,10,
MT:3370.5,SP:3370,0.9874,11,
MT:3370.6,SP:3370,0.9874,12,
MT:3370.7,SP:3370,2.30401,13,
MT:3370.8,SP:3370,2.30401,14,
MT:3370.9,SP:3370,9.75866,15,
MT:3370.10,SP:3370,2.2085,16,
MT:3371.1,SP:3371,2.664,7,
MT:3371.2,SP:3371,2.664,8,
MT:3371.3,SP:3371,2.664,9,
MT:3371.4,SP:3371,2.664,10,
MT:3371.5,SP:3371,2.664,11,
MT:3371.6,SP:3371,2.664,12,
MT:3372.1,SP:3372,3.85089,28,
MT:3372.2,SP:3372,3.85089,29,
MT:3372.3,SP:3372,3.85089,30,
MT:3372.4,SP:3372,3.85089,31,
MT:3372.5,SP:3372,3.85089,32,
MT:3372.6,SP:3372,3.85089,33,
MT:3372.7,SP:3372,7.56592,34,
MT:3372.8,SP:3372,7.56406,35,
MT:3372.9,SP:3372,7.16516,36,
MT:3372.10,SP:3372,7.16516,37,
MT:3372.11,SP:3372,6.77504,38,
MT:3372.12,SP:3372,6.77504,39,
MT:3372.13,SP:3372,6.84003,40,
MT:3372.14,SP:3372,6.84003,41,
MT:3372.15,SP:3372,7.33719,42,
MT:3372.16,SP:3372,7.3408,43,
MT:3372.17,SP:3372,3.85089,44,
MT:3372.18,SP:3372,3.85089,45,
MT:3373.1,SP:3373,1.19687,9,
MT:3373.2,SP:3373,1.19687,10,
MT:3373.3,SP:3373,1.19687,11,
MT:3373.4,SP:3373,4.3538,12,
MT:3373.5,SP:3373,3.82781,13,
MT:3374.1,SP:3374,2.5781,19,
MT:3374.2,SP:3374,2.5781,20,
MT:3374.3,SP:3374,2.5781,21,
MT:3374.4,SP:3374,6.0,32,
MT:3374.5,SP:3374,5.4585,30,
MT:3374.6,SP:3374,5.4585,31,
MT:3374.7,SP:3374,8.066,29,
MT:3374.8,SP:3374,2.4901,22,
MT:3374.9,SP:3374,2.4901,23,
MT:3374.10,SP:3374,2.4901,24,
MT:3374.11,SP:3374,3.1939,25,
MT:3374.12,SP:3374,3.1939,26,
MT:3374.13,SP:3374,3.8901,27,
MT:3374.14,SP:3374,3.8901,28,
MT:3375.1,SP:3375,7.3443,13,
MT:3375.2,SP:3375,7.43939,15,
MT:3375.3,SP:3375,7.59411,19,
MT:3375.4,SP:3375,7.59443,20,
MT:3375.5,SP:3375,7.43939,16,
MT:3375.6,SP:3375,7.3443,14,
MT:3375.7,SP:3375,7.43939,17,
MT:3375.8,SP:3375,7.59411,21,
MT:3375.9,SP:3375,7.59443,22,
MT:3375.10,SP:3375,7.43939,18,
MT:3376.1,SP:3376,7.37827,12,
MT:3376.2,SP:3376,6.92773,13,
MT:3376.3,SP:3376,7.41834,14,
MT:3377.1,SP:3377,7.54104,10,
MT:3377.2,SP:3377,7.47,11,
MT:3377.3,SP:3377,7.864,13,
MT:3377.4,SP:3377,7.864,14,
MT:3377.5,SP:3377,7.47,12,
MT:3378.1,SP:3378,0.99326,10,
MT:3378.2,SP:3378,0.99326,11,
MT:3378.3,SP:3378,0.99326,12,
MT:3378.4,SP:3378,1.94154,18,
MT:3378.5,SP:3378,0.97834,13,
MT:3378.6,SP:3378,0.97834,14,
MT:3378.7,SP:3378,0.97834,15,
MT:3378.8,SP:3378,3.3296,19,
MT:3378.9,SP:3378,2.39725,16,
MT:3378.10,SP:3378,2.56642,17,
MT:3379.1,SP:3379,2.2747,11,
MT:3379.2,SP:3379,2.2747,12,
MT:3379.3,SP:3379,2.2747,13,
MT:3379.4,SP:3379,7.39536,15,
MT:3379.5,SP:3379,6.93144,14,
MT:3379.6,SP:3379,7.40264,16,
MT:3379.7,SP:3379,9.87923,17,
MT:3380.1,SP:3380,1.90773,5,
MT:3380.2,SP:3380,1.90773,6,
MT:3380.3,SP:3380,1.90773,7,
MT:3381.1,SP:3381,7.34503,15,
MT:3381.2,SP:3381,7.40239,16,
MT:3381.3,SP:3381,7.33925,18,
MT:3381.4,SP:3381,7.33925,19,
MT:3381.5,SP:3381,7.40239,17,
MT:3381.6,SP:3381,3.65684,20,
MT:3381.7,SP:3381,3.65717,21,
MT:3381.8,SP:3381,3.73416,22,
MT:3381.9,SP:3381,3.73416,23,
MT:3382.1,SP:3382,3.86777,13,
MT:3382.2,SP:3382,3.99649,14,
MT:3382.3,SP:3382,3.86777,16,
MT:3382.4,SP:3382,3.86777,18,
MT:3382.5,SP:3382,3.99649,17,
MT:3382.6,SP:3382,3.86777,15,
MT:3383.1,SP:3383,2.47086,11,
MT:3383.2,SP:3383,2.47086,12,
MT:3383.3,SP:3383,2.47086,13,
MT:3383.4,SP:3383,6.84261,14,
MT:3383.5,SP:3383,6.84261,15,
MT:3383.6,SP:3383,7.83124,16,
MT:3383.7,SP:3383,7.83124,17,
MT:3384.1,SP:3384,7.3392,13,
MT:3384.2,SP:3384,7.36076,14,
MT:3384.3,SP:3384,7.2324,15,
MT:3384.4,SP:3384,4.71749,20,
MT:3384.5,SP:3384,4.4622,19,
MT:3384.6,SP:3384,6.0252,18,
MT:3384.7,SP:3384,6.6161,17,
MT:3384.8,SP:3384,7.46059,16,
MT:3385.1,SP:3385,7.6686,12,
MT:3385.2,SP:3385,8.6588,10,
MT:3385.3,SP:3385,7.6686,11,
MT:3385.4,SP:3385,8.6588,13,
MT:3386.1,SP:3386,7.71629,12,
MT:3387.1,SP:3387,2.32706,10,
MT:3387.2,SP:3387,2.32706,11,
MT:3387.3,SP:3387,3.15234,12,
MT:3387.4,SP:3387,3.15234,13,
MT:3387.5,SP:3387,5.4781,14,
MT:3387.6,SP:3387,5.4781,15,
MT:3387.7,SP:3387,5.97549,16,
MT:3387.8,SP:3387,3.34447,17,
MT:3388.1,SP:3388,1.71853,13,
MT:3388.2,SP:3388,1.64654,14,
MT:3388.3,SP:3388,1.90555,15,
MT:3388.4,SP:3388,1.92018,16,
MT:3388.5,SP:3388,3.23445,17,
MT:3388.6,SP:3388,3.23446,18,
MT:3388.7,SP:3388,3.76316,19,
MT:3389.1,SP:3389,2.07758,6,
MT:3389.2,SP:3389,2.07758,7,
MT:3389.3,SP:3389,3.1049,8,
MT:3389.4,SP:3389,3.1049,9,
MT:3389.5,SP:3389,3.1049,10,
MT:3389.6,SP:3389,3.1049,11,
MT:3390.1,SP:3390,0.9305,10,
MT:3390.2,SP:3390,0.9305,11,
MT:3390.3,SP:3390,0.9305,12,
MT:3390.4,SP:3390,1.46042,16,
MT:3390.5,SP:3390,1.25292,17,
MT:3390.6,SP:3390,1.97366,18,
MT:3390.7,SP:3390,1.0019,13,
MT:3390.8,SP:3390,1.0019,14,
MT:3390.9,SP:3390,1.0019,15,
MT:3390.10,SP:3390,3.6597,19,
MT:3391.1,SP:3391,6.98112,14,
MT:3391.2,SP:3391,7.06436,15,
MT:3391.3,SP:3391,7.3413,16,
MT:3391.4,SP:3391,7.532,17,
MT:3391.5,SP:3391,7.15447,20,
MT:3391.6,SP:3391,3.6338,18,
MT:3391.7,SP:3391,3.6338,19,
MT:3392.1,SP:3392,3.7808,15,
MT:3392.2,SP:3392,3.7808,16,
MT:3392.3,SP:3392,3.7808,17,
MT:3392.4,SP:3392,6.8694,23,
MT:3392.5,SP:3392,6.79575,21,
MT:3392.6,SP:3392,6.8331,22,
MT:3392.7,SP:3392,3.49,24,
MT:3392.8,SP:3392,3.49,25,
MT:3392.9,SP:3392,3.7955,18,
MT:3392.10,SP:3392,3.7955,19,
MT:3392.11,SP:3392,3.7955,20,
MT:3393.1,SP:3393,0.8823,10,
MT:3393.2,SP:3393,0.8823,11,
MT:3393.3,SP:3393,0.8823,12,
MT:3393.4,SP:3393,1.44738,16,
MT:3393.5,SP:3393,1.6888,17,
MT:3393.6,SP:3393,2.928,18,
MT:3393.7,SP:3393,1.087,13,
MT:3393.8,SP:3393,1.087,14,
MT:3393.9,SP:3393,1.087,15,
MT:3394.1,SP:3394,6.93293,14,
MT:3394.2,SP:3394,7.16032,13,
MT:3394.3,SP:3394,6.8998,15,
MT:3394.4,SP:3394,7.2139,16,
MT:3394.5,SP:3394,2.8424,19,
MT:3394.6,SP:3394,2.8424,20,
MT:3394.7,SP:3394,2.4841,17,
MT:3394.8,SP:3394,2.4841,18,
MT:3395.1,SP:3395,6.8483,17,
MT:3395.2,SP:3395,7.39114,18,
MT:3395.3,SP:3395,7.1293,21,
MT:3395.4,SP:3395,7.2636,22,
MT:3395.5,SP:3395,3.22264,19,
MT:3395.6,SP:3395,3.39529,20,
MT:3395.7,SP:3395,4.0112,23,
MT:3396.1,SP:3396,7.57625,11,
MT:3396.2,SP:3396,4.34295,12,
MT:3396.3,SP:3396,4.34295,13,
MT:3397.1,SP:3397,1.0533,8,
MT:3397.2,SP:3397,1.0533,9,
MT:3397.3,SP:3397,1.0533,10,
MT:3397.4,SP:3397,2.74374,11,
MT:3397.5,SP:3397,2.74374,12,
MT:3398.1,SP:3398,6.92932,22,
MT:3398.2,SP:3398,6.92932,23,
MT:3398.3,SP:3398,8.04888,24,
MT:3398.4,SP:3398,8.04888,25,
MT:3398.5,SP:3398,6.19406,26,
MT:3398.6,SP:3398,6.44314,27,
MT:3399.1,SP:3399,7.3647,13,
MT:3399.2,SP:3399,7.8228,14,
MT:3399.3,SP:3399,7.29,11,
MT:3399.4,SP:3399,6.3719,12,
MT:3400.1,SP:3400,3.83941,22,
MT:3400.2,SP:3400,3.83941,23,
MT:3400.3,SP:3400,3.83941,24,
MT:3400.4,SP:3400,7.54848,25,
MT:3400.5,SP:3400,7.54848,26,
MT:3400.6,SP:3400,7.00132,27,
MT:3400.7,SP:3400,7.00132,28,
MT:3400.8,SP:3400,6.29381,29,
MT:3400.9,SP:3400,6.42632,30,
MT:3400.10,SP:3400,8.2007,31,
MT:3401.1,SP:3401,3.928,6,
MT:3401.2,SP:3401,3.928,7,
MT:3402.1,SP:3402,2.5081,12,
MT:3402.2,SP:3402,2.5081,13,
MT:3402.3,SP:3402,2.5081,14,
MT:3402.4,SP:3402,7.60458,21,
MT:3402.5,SP:3402,7.74449,17,
MT:3402.6,SP:3402,7.42998,15,
MT:3402.7,SP:3402,7.39664,16,
MT:3402.8,SP:3402,7.73482,18,
MT:3402.9,SP:3402,7.78627,19,
MT:3402.10,SP:3402,7.30827,20,
MT:3403.1,SP:3403,2.658,10,
MT:3403.2,SP:3403,2.658,11,
MT:3403.3,SP:3403,2.658,12,
MT:3403.4,SP:3403,7.99291,16,
MT:3403.5,SP:3403,7.55323,17,
MT:3403.6,SP:3403,7.68876,13,
MT:3403.7,SP:3403,7.55323,14,
MT:3403.8,SP:3403,7.99291,15,
MT:3404.1,SP:3404,7.42933,13,
MT:3404.2,SP:3404,7.4293,14,
MT:3404.3,SP:3404,7.57989,15,
MT:3404.4,SP:3404,7.5799,16,
MT:3404.5,SP:3404,7.26965,17,
MT:3404.6,SP:3404,7.2697,18,
MT:3404.7,SP:3404,3.39162,19,
MT:3404.8,SP:3404,3.39162,20,
MT:3404.9,SP:3404,3.3916,21,
MT:3404.10,SP:3404,3.3916,22,
MT:3405.1,SP:3405,1.87874,9,
MT:3405.2,SP:3405,1.87892,10,
MT:3405.3,SP:3405,1.87875,11,
MT:3405.4,SP:3405,2.37577,6,
MT:3405.5,SP:3405,2.37577,7,
MT:3405.6,SP:3405,2.37577,8,
MT:3405.7,SP:3405,7.656,12,
MT:3406.1,SP:3406,2.00976,9,
MT:3406.2,SP:3406,1.98336,10,
MT:3406.3,SP:3406,2.05897,11,
MT:3406.4,SP:3406,2.33816,12,
MT:3406.5,SP:3406,4.11895,15,
MT:3406.6,SP:3406,3.32379,13,
MT:3406.7,SP:3406,3.40658,14,
MT:3407.1,SP:3407,2.14523,41,
MT:3407.2,SP:3407,2.15763,42,
MT:3407.3,SP:3407,2.14539,43,
MT:3407.4,SP:3407,2.15755,44,
MT:3407.5,SP:3407,2.54941,45,
MT:3407.6,SP:3407,2.50547,46,
MT:3407.7,SP:3407,2.54961,47,
MT:3407.8,SP:3407,2.50516,48,
MT:3407.9,SP:3407,3.78294,49,
MT:3407.10,SP:3407,3.75399,50,
MT:3407.11,SP:3407,3.78294,51,
MT:3407.12,SP:3407,3.75395,52,
MT:3407.13,SP:3407,3.30259,53,
MT:3407.14,SP:3407,2.96189,54,
MT:3407.15,SP:3407,3.30257,55,
MT:3407.16,SP:3407,2.96181,56,
MT:3407.17,SP:3407,3.76252,57,
MT:3407.18,SP:3407,3.76224,58,
MT:3407.19,SP:3407,4.7528,59,
MT:3407.20,SP:3407,4.75278,60,
MT:3408.1,SP:3408,2.8511,10,
MT:3408.2,SP:3408,2.93627,11,
MT:3408.3,SP:3408,3.98887,12,
MT:3409.1,SP:3409,3.65121,14,
MT:3409.2,SP:3409,3.81185,15,
MT:3409.3,SP:3409,3.75604,16,
MT:3409.4,SP:3409,3.75037,17,
MT:3409.5,SP:3409,4.02021,18,
MT:3409.6,SP:3409,4.11635,19,
MT:3410.1,SP:3410,7.599,12,
MT:3411.1,SP:3411,7.84915,23,
MT:3411.2,SP:3411,5.86913,27,
MT:3411.3,SP:3411,4.7963,26,
MT:3411.4,SP:3411,4.40354,25,
MT:3411.5,SP:3411,4.265,24,
MT:3411.6,SP:3411,3.81102,21,
MT:3411.7,SP:3411,3.89043,22,
MT:3412.1,SP:3412,2.32886,13,
MT:3412.2,SP:3412,2.34883,14,
MT:3412.3,SP:3412,2.11892,11,
MT:3412.4,SP:3412,2.0495,12,
MT:3412.5,SP:3412,3.74769,15,
MT:3413.1,SP:3413,0.9801,9,
MT:3413.2,SP:3413,0.9801,10,
MT:3413.3,SP:3413,0.9801,11,
MT:3413.4,SP:3413,2.267,15,
MT:3413.5,SP:3413,1.033,12,
MT:3413.6,SP:3413,1.033,13,
MT:3413.7,SP:3413,1.033,14,
MT:3413.8,SP:3413,3.5989,16,
MT:3414.1,SP:3414,0.89163,30,
MT:3414.2,SP:3414,0.89163,31,
MT:3414.3,SP:3414,0.89163,32,
MT:3414.4,SP:3414,1.3633,35,
MT:3414.5,SP:3414,1.3633,36,
MT:3414.6,SP:3414,1.52982,39,
MT:3414.7,SP:3414,1.52982,40,
MT:3414.8,SP:3414,3.47379,47,
MT:3414.9,SP:3414,3.47379,48,
MT:3414.10,SP:3414,3.7147,51,
MT:3414.11,SP:3414,3.7147,52,
MT:3414.12,SP:3414,4.40888,55,
MT:3414.13,SP:3414,4.40888,56,
MT:3414.14,SP:3414,7.67224,43,
MT:3414.15,SP:3414,7.76627,41,
MT:3414.16,SP:3414,7.76627,42,
MT:3414.17,SP:3414,7.67224,44,
MT:3414.18,SP:3414,4.40888,53,
MT:3414.19,SP:3414,4.40888,54,
MT:3414.20,SP:3414,3.7147,49,
MT:3414.21,SP:3414,3.7147,50,
MT:3414.22,SP:3414,3.47379,45,
MT:3414.23,SP:3414,3.47379,46,
MT:3414.24,SP:3414,1.52982,37,
MT:3414.25,SP:3414,1.52982,38,
MT:3414.26,SP:3414,1.3633,33,
MT:3414.27,SP:3414,1.3633,34,
MT:3414.28,SP:3414,0.89163,27,
MT:3414.29,SP:3414,0.89163,28,
MT:3414.30,SP:3414,0.89163,29,
MT:3415.1,SP:3415,2.33472,10,
MT:3415.2,SP:3415,2.6403,11,
MT:3415.3,SP:3415,4.271,12,
MT:3416.1,SP:3416,7.57234,14,
MT:3416.2,SP:3416,8.22757,15,
MT:3416.3,SP:3416,8.91226,17,
MT:3416.4,SP:3416,8.67952,16,
MT:3416.5,SP:3416,3.97061,18,
MT:3416.6,SP:3416,3.97072,19,
MT:3417.1,SP:3417,6.8059,9,
MT:3417.2,SP:3417,6.8059,10,
MT:3417.3,SP:3417,6.8059,11,
MT:3417.4,SP:3417,6.8059,12,
MT:3418.1,SP:3418,0.9195,16,
MT:3418.2,SP:3418,0.9195,17,
MT:3418.3,SP:3418,0.9195,18,
MT:3418.4,SP:3418,0.8826,19,
MT:3418.5,SP:3418,0.8826,20,
MT:3418.6,SP:3418,0.8826,21,
MT:3418.7,SP:3418,3.38497,26,
MT:3418.8,SP:3418,3.50179,27,
MT:3418.9,SP:3418,3.9717,28,
MT:3418.10,SP:3418,3.4289,24,
MT:3418.11,SP:3418,3.4289,25,
MT:3418.12,SP:3418,2.4058,22,
MT:3418.13,SP:3418,2.4058,23,
MT:3419.1,SP:3419,0.97318,8,
MT:3419.2,SP:3419,0.97318,9,
MT:3419.3,SP:3419,0.97318,10,
MT:3419.4,SP:3419,1.55504,11,
MT:3419.5,SP:3419,1.55504,12,
MT:3419.6,SP:3419,2.3263,13,
MT:3419.7,SP:3419,2.3263,14,
MT:3419.8,SP:3419,6.85875,15,
MT:3419.9,SP:3419,6.13016,16,
MT:3419.10,SP:3419,9.51197,17,
MT:3420.1,SP:3420,1.88586,18,
MT:3420.2,SP:3420,1.88586,19,
MT:3420.3,SP:3420,1.88586,20,
MT:3420.4,SP:3420,7.64441,23,
MT:3420.5,SP:3420,6.28533,28,
MT:3420.6,SP:3420,2.3688,21,
MT:3420.7,SP:3420,2.3688,22,
MT:3420.8,SP:3420,4.46394,26,
MT:3420.9,SP:3420,4.0168,27,
MT:3420.10,SP:3420,3.76194,24,
MT:3420.11,SP:3420,3.83459,25,
MT:3421.1,SP:3421,7.24644,14,
MT:3421.2,SP:3421,7.35451,15,
MT:3421.3,SP:3421,7.35416,16,
MT:3421.4,SP:3421,1.62072,17,
MT:3421.5,SP:3421,1.58734,18,
MT:3421.6,SP:3421,1.57334,19,
MT:3421.7,SP:3421,1.59453,20,
MT:3421.8,SP:3421,7.30226,21,
MT:3421.9,SP:3421,7.30012,22,
MT:3421.10,SP:3421,2.64304,23,
MT:3421.11,SP:3421,2.64304,24,
MT:3421.12,SP:3421,2.19938,25,
MT:3421.13,SP:3421,2.19938,26,
MT:3422.1,SP:3422,2.29474,11,
MT:3422.2,SP:3422,2.29474,12,
MT:3422.3,SP:3422,2.29474,13,
MT:3422.4,SP:3422,7.0827,17,
MT:3422.5,SP:3422,7.37407,15,
MT:3422.6,SP:3422,7.2248,14,
MT:3422.7,SP:3422,7.37407,16,
MT:3422.8,SP:3422,7.0827,18,
MT:3423.1,SP:3423,1.41433,14,
MT:3423.2,SP:3423,1.36782,15,
MT:3423.3,SP:3423,1.5201,16,
MT:3423.4,SP:3423,1.53063,17,
MT:3423.5,SP:3423,3.09217,20,
MT:3423.6,SP:3423,3.10303,21,
MT:3423.7,SP:3423,1.88085,18,
MT:3423.8,SP:3423,1.8437,19,
MT:3423.9,SP:3423,3.72581,22,
MT:3424.1,SP:3424,7.34423,11,
MT:3424.2,SP:3424,7.41821,13,
MT:3424.3,SP:3424,7.33915,14,
MT:3424.4,SP:3424,7.02569,12,
MT:3425.1,SP:3425,6.54403,9,
MT:3425.2,SP:3425,6.99171,10,
MT:3425.3,SP:3425,7.58658,11,
MT:3426.1,SP:3426,3.81421,17,
MT:3426.2,SP:3426,3.81421,18,
MT:3426.3,SP:3426,3.81421,19,
MT:3426.4,SP:3426,6.7098,25,
MT:3426.5,SP:3426,6.70924,26,
MT:3426.6,SP:3426,3.81421,20,
MT:3426.7,SP:3426,3.81421,21,
MT:3426.8,SP:3426,3.81421,22,
MT:3426.9,SP:3426,7.19248,23,
MT:3426.10,SP:3426,6.30116,24,
MT:3427.1,SP:3427,3.97384,8,
MT:3427.2,SP:3427,3.93701,9,
MT:3427.3,SP:3427,3.83016,10,
MT:3428.1,SP:3428,4.1091,24,
MT:3428.2,SP:3428,4.09911,25,
MT:3428.3,SP:3428,8.12582,26,
MT:3428.4,SP:3428,8.47755,27,
MT:3428.5,SP:3428,4.3845,28,
MT:3428.6,SP:3428,4.50956,29,
MT:3428.7,SP:3428,4.74824,30,
MT:3428.8,SP:3428,6.08511,31,
MT:3428.9,SP:3428,100.0,,
MT:3429.1,SP:3429,6.32433,16,
MT:3429.2,SP:3429,7.0039,15,
MT:3429.3,SP:3429,3.65429,17,
MT:3429.4,SP:3429,3.65429,18,
MT:3430.1,SP:3430,1.06745,11,
MT:3430.2,SP:3430,1.06745,12,
MT:3430.3,SP:3430,1.06745,13,
MT:3430.4,SP:3430,2.2449,18,
MT:3430.5,SP:3430,1.5938,14,
MT:3430.6,SP:3430,1.74691,15,
MT:3430.7,SP:3430,2.14696,16,
MT:3430.8,SP:3430,2.14781,17,
MT:3431.1,SP:3431,3.85419,14,
MT:3431.2,SP:3431,3.85419,15,
MT:3431.3,SP:3431,3.85419,16,
MT:3431.4,SP:3431,6.86024,17,
MT:3431.5,SP:3431,6.76438,18,
MT:3431.6,SP:3431,6.93334,19,
MT:3431.7,SP:3431,3.44422,20,
MT:3431.8,SP:3431,3.44422,21,
MT:3432.1,SP:3432,7.50146,10,
MT:3432.2,SP:3432,7.42112,11,
MT:3432.3,SP:3432,7.91504,13,
MT:3432.4,SP:3432,7.91504,14,
MT:3432.5,SP:3432,7.42112,12,
MT:3433.1,SP:3433,2.39143,9,
MT:3433.2,SP:3433,2.39143,10,
MT:3433.3,SP:3433,2.39143,11,
MT:3433.4,SP:3433,2.39143,12,
MT:3434.1,SP:3434,7.41447,12,
MT:3434.2,SP:3434,7.44183,13,
MT:3434.3,SP:3434,7.44183,14,
MT:3434.4,SP:3434,7.60831,15,
MT:3434.5,SP:3434,7.60831,16,
MT:3434.6,SP:3434,7.38228,17,
MT:3434.7,SP:3434,6.51099,18,
MT:3435.1,SP:3435,2.45962,13,
MT:3435.2,SP:3435,2.45962,14,
MT:3435.3,SP:3435,2.45962,15,
MT:3435.4,SP:3435,7.60862,18,
MT:3435.5,SP:3435,4.29943,19,
MT:3435.6,SP:3435,4.29943,20,
MT:3435.7,SP:3435,4.70189,16,
MT:3435.8,SP:3435,4.70189,17,
MT:3436.1,SP:3436,1.89326,8,
MT:3436.2,SP:3436,1.89326,9,
MT:3436.3,SP:3436,2.28606,10,
MT:3436.4,SP:3436,2.28606,11,
MT:3436.5,SP:3436,2.99737,12,
MT:3436.6,SP:3436,2.99737,13,
MT:3437.1,SP:3437,1.31819,9,
MT:3437.2,SP:3437,1.31819,10,
MT:3437.3,SP:3437,1.31819,11,
MT:3437.4,SP:3437,4.24186,12,
MT:3437.5,SP:3437,3.5731,13,
MT:3438.1,SP:3438,1.06806,10,
MT:3438.2,SP:3438,1.06806,11,
MT:3438.3,SP:3438,1.06806,12,
MT:3438.4,SP:3438,2.3991,13,
MT:3438.5,SP:3438,2.3991,14,
MT:3438.6,SP:3438,6.88209,17,
MT:3438.7,SP:3438,6.51823,15,
MT:3438.8,SP:3438,6.51823,16,
MT:3438.9,SP:3438,6.8821,18,
MT:3439.1,SP:3439,7.17099,16,
MT:3439.2,SP:3439,7.24704,17,
MT:3439.3,SP:3439,7.18565,19,
MT:3439.4,SP:3439,7.18565,20,
MT:3439.5,SP:3439,7.24704,18,
MT:3439.6,SP:3439,3.02326,21,
MT:3439.7,SP:3439,2.78936,22,
MT:3439.8,SP:3439,3.03903,25,
MT:3439.9,SP:3439,2.55305,23,
MT:3439.10,SP:3439,2.30616,24,
MT:3440.1,SP:3440,1.97048,11,
MT:3440.2,SP:3440,1.97048,12,
MT:3440.3,SP:3440,1.97048,13,
MT:3440.4,SP:3440,3.1569,18,
MT:3440.5,SP:3440,3.1569,19,
MT:3440.6,SP:3440,1.73644,14,
MT:3440.7,SP:3440,1.73644,15,
MT:3440.8,SP:3440,2.1912,16,
MT:3440.9,SP:3440,2.1912,17,
MT:3441.1,SP:3441,2.6617,16,
MT:3441.2,SP:3441,2.6617,17,
