p, q, r, log beta, S, R, n
1, 1, 2, 11.008+-0.06, 5.95E-06, 0.054, 349
1, 1, 1, 7.483+-0.024
1, 1, 0, 3.333+-0.009
2, 1, 1, 10.411+-0.069
2, 2, -2, -12.638+-0.033
1, 1, -2, -18.468+-0.015
