Wed Aug  6 10:47:05 2025    output.prof

         8957353 function calls (8678762 primitive calls) in 142.250 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1833    0.006    0.000    0.020    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typing/context.py:542(_rate_arguments)
      948    0.003    0.000    0.020    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/sparse/_umath.py:699(<listcomp>)
     1101    0.001    0.000    0.020    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/binding/module.py:240(_next)
      253    0.000    0.000    0.020    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/cgutils.py:124(_make_refs)
       80    0.000    0.000    0.020    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/lowering.py:1541(alloca_lltype)
       19    0.001    0.000    0.020    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/codegen.py:773(_verify_declare_only_symbols)
      687    0.001    0.000    0.020    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/cgutils.py:417(get_or_insert_function)
     2732    0.019    0.000    0.019    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       47    0.000    0.000    0.019    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/cgutils.py:694(get_item_pointer)
      880    0.005    0.000    0.019    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/array_algos/take.py:120(_take_nd_ndarray)
      248    0.006    0.000    0.019    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/np/numpy_support.py:357(ufunc_find_matching_loop)
  647/641    0.001    0.000    0.019    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/functools.py:870(wrapper)
      205    0.001    0.000    0.019    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/extending.py:207(decorate)
      740    0.008    0.000    0.019    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/instructions.py:68(__init__)
        8    0.000    0.000    0.019    0.002 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/cpython/slicing.py:25(fix_slice)
       18    0.000    0.000    0.018    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/lowering.py:357(init)
     1850    0.002    0.000    0.018    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/cgutils.py:158(__setattr__)
       20    0.001    0.000    0.018    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/callconv.py:468(unpack_dynamic_exception)
       18    0.002    0.000    0.018    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/lowering.py:373(_find_singly_assigned_variable)
    22399    0.014    0.000    0.018    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/event.py:270(on_end)
     1128    0.001    0.000    0.018    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numpy/lib/npyio.py:206(__exit__)
     1593    0.003    0.000    0.018    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/builder.py:756(load)
       73    0.001    0.000    0.018    0.000 <frozen importlib._bootstrap_external>:909(get_code)
       40    0.001    0.000    0.018    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/codegen.py:684(_get_module_for_linking)
22953/21768    0.013    0.000    0.018    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/types/abstract.py:124(__eq__)
     2862    0.003    0.000    0.018    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/cpu_options.py:16(__repr__)
       42    0.000    0.000    0.018    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/base.py:412(declare_function)
     2256    0.008    0.000    0.018    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numpy/lib/npyio.py:209(close)
       19    0.000    0.000    0.017    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/codegen.py:1032(scan_defined_symbols)
     3138    0.005    0.000    0.017    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/errors.py:470(catch_warnings)
    25850    0.014    0.000    0.017    0.000 {built-in method builtins.max}
     1287    0.005    0.000    0.017    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typing/context.py:287(find_matching_getattr_template)
      248    0.000    0.000    0.017    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typeinfer.py:1473(resolve_value_type)
     1164    0.005    0.000    0.017    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/instructions.py:533(__init__)
       32    0.000    0.000    0.017    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/cpython/slicing.py:34(fix_bound)
      408    0.000    0.000    0.017    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/inspect.py:3103(signature)
     1504    0.002    0.000    0.017    0.000 <__array_function__ internals>:177(bincount)
       19    0.001    0.000    0.017    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/codegen.py:767(_finalize_dynamic_globals)
        1    0.000    0.000    0.017    0.017 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/cpython/hashing.py:1(<module>)
     1263    0.001    0.000    0.017    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typing/context.py:268(core)
6944/6428    0.003    0.000    0.017    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/types/misc.py:52(unliteral)
    10010    0.014    0.000    0.017    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/contextlib.py:82(__init__)
       79    0.000    0.000    0.017    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/binding/linker.py:5(link_modules)
     2384    0.003    0.000    0.017    0.000 {method 'any' of 'numpy.ndarray' objects}
    13536    0.008    0.000    0.017    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/encodings/cp437.py:14(decode)
      408    0.000    0.000    0.017    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/inspect.py:2851(from_callable)
      444    0.002    0.000    0.017    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/values.py:973(descr_prototype)
       19    0.001    0.000    0.017    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/codegen.py:1013(scan_unresolved_symbols)
      259    0.002    0.000    0.016    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/instructions.py:215(set_weights)
      596    0.001    0.000    0.016    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/interpreter.py:1761(_dispatch)
    18307    0.007    0.000    0.016    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/dtypes/generic.py:42(_instancecheck)
      338    0.001    0.000    0.016    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/base.py:56(_select_compatible)
      408    0.002    0.000    0.016    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/inspect.py:2218(_signature_from_callable)
     2980    0.004    0.000    0.016    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/types/abstract.py:49(_intern)
       18    0.000    0.000    0.016    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/untyped_passes.py:138(run_pass)
     1896    0.015    0.000    0.016    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/sparse/_umath.py:177(_get_reduced_coords)
       73    0.000    0.000    0.016    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/inline_closurecall.py:1401(match)
      432    0.004    0.000    0.016    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/analysis.py:235(compute_cfg_from_blocks)
    12680    0.009    0.000    0.016    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/values.py:564(_get_reference)
       73    0.002    0.000    0.016    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/inline_closurecall.py:1414(_inline_const_arraycall)
      752    0.003    0.000    0.016    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/importlib/resources.py:66(_get_resource_reader)
39969/31027    0.009    0.000    0.016    0.000 {built-in method builtins.hash}
      162    0.000    0.000    0.015    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/transforms.py:353(canonicalize_cfg)
      444    0.003    0.000    0.015    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/module.py:45(add_metadata)
      336    0.001    0.000    0.015    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/cgutils.py:173(__setitem__)
       73    0.000    0.000    0.015    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typeinfer.py:1559(typeof_global)
    23364    0.010    0.000    0.015    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/event.py:66(_guard_kind)
       42    0.000    0.000    0.015    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/callconv.py:454(return_user_exc)
     2125    0.003    0.000    0.015    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/base.py:103(_match_arglist)
      162    0.001    0.000    0.015    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/transforms.py:283(canonicalize_cfg_single_backedge)
      162    0.007    0.000    0.015    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/analysis.py:118(compute_dead_maps)
     1162    0.003    0.000    0.015    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/instructions.py:555(descr)
     3113    0.005    0.000    0.015    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/series.py:671(name)
     9024    0.008    0.000    0.015    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/zipfile.py:770(close)
     3721    0.007    0.000    0.015    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/instructions.py:681(descr)
     1504    0.002    0.000    0.015    0.000 <__array_function__ internals>:177(cumsum)
      440    0.007    0.000    0.014    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/indexers/utils.py:241(maybe_convert_indices)
     4512    0.012    0.000    0.014    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/zipfile.py:345(__init__)
       15    0.000    0.000    0.014    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/boxing.py:466(unbox_array)
     1660    0.003    0.000    0.014    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/values.py:1104(__init__)
  152/151    0.000    0.000    0.014    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/importlib/__init__.py:109(import_module)
     1190    0.001    0.000    0.014    0.000 <__array_function__ internals>:177(any)
       39    0.000    0.000    0.014    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/codegen.py:1257(_function_pass_manager)
     2394    0.002    0.000    0.014    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numpy/core/_methods.py:55(_any)
      440    0.003    0.000    0.014    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/indexers/utils.py:421(check_array_indexer)
      890    0.002    0.000    0.014    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/frame.py:4243(_get_item_cache)
      626    0.007    0.000    0.014    0.000 {built-in method builtins.__build_class__}
    83096    0.014    0.000    0.014    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/enum.py:753(value)
     3588    0.003    0.000    0.014    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typing/context.py:517(can_convert)
      840    0.001    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
     2256    0.002    0.000    0.014    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numpy/core/_methods.py:61(_all)
  152/151    0.000    0.000    0.014    0.000 <frozen importlib._bootstrap>:1002(_gcd_import)
        1    0.000    0.000    0.014    0.014 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/cpython/randomimpl.py:1(<module>)
     3640    0.003    0.000    0.014    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/binding/ffi.py:327(close)
       16    0.001    0.000    0.014    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/ssa.py:167(_run_block_rewrite)
       18    0.000    0.000    0.013    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/ssa.py:145(_find_defs_violators)
      736    0.001    0.000    0.013    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/instructions.py:175(descr)
       18    0.000    0.000    0.013    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/ir.py:1608(dump_to_string)
      130    0.000    0.000    0.013    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/base.py:980(_make_helper)
     1151    0.001    0.000    0.013    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/pathlib.py:925(joinpath)
     1632    0.002    0.000    0.013    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/instructions.py:455(__init__)
      113    0.000    0.000    0.013    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/ir.py:1527(infer_constant)
      752    0.001    0.000    0.013    0.000 <__array_function__ internals>:177(flatnonzero)
       18    0.000    0.000    0.013    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/ir.py:1582(dump)
  413/412    0.001    0.000    0.013    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/base.py:500(get_constant_generic)
  164/113    0.000    0.000    0.013    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/consts.py:24(infer_constant)
     2233    0.004    0.000    0.013    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/generic.py:723(_set_axis)
     2812    0.003    0.000    0.013    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/ssa.py:190(_run_ssa_block_pass)
    20306    0.013    0.000    0.013    0.000 {built-in method _struct.unpack}
       69    0.002    0.000    0.013    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/ir.py:1308(dump)
      954    0.002    0.000    0.013    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/cpu_options.py:122(encode)
     1593    0.002    0.000    0.013    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/instructions.py:434(__init__)
      736    0.004    0.000    0.013    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/instructions.py:133(_descr)
   136/91    0.000    0.000    0.013    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/consts.py:56(_do_infer)
     6709    0.007    0.000    0.013    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/indexing.py:2609(check_dict_or_set_indexers)
     6392    0.003    0.000    0.013    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/sparse/_utils.py:404(<genexpr>)
      267    0.001    0.000    0.013    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/extending.py:157(wrap)
1110/1104    0.003    0.000    0.013    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typeinfer.py:1092(add_type)
     3478    0.003    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/binding/ffi.py:370(__del__)
  791/733    0.001    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/base.py:689(cast)
      845    0.002    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
     1151    0.003    0.000    0.012    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/pathlib.py:712(_make_child)
     2695    0.002    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/construction.py:396(extract_array)
 1577/825    0.002    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:516(_check_name_wrapper)
       10    0.012    0.001    0.012    0.001 {method 'normal' of 'numpy.random.mtrand.RandomState' objects}
     1004    0.001    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
     2234    0.005    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/_config/config.py:116(_get_single_key)
      970    0.002    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/event.py:422(trigger_event)
      354    0.000    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/pythonapi.py:1300(_get_function)
      818    0.002    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/builder.py:977(insert_value)
     3230    0.007    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/types/functions.py:78(add_error)
      948    0.011    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/sparse/_umath.py:54(_match_arrays)
  115/114    0.000    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/typed/__init__.py:10(__getattr__)
       90    0.000    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/base.py:984(make_helper)
      408    0.005    0.000    0.012    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/inspect.py:2124(_signature_from_function)
       58    0.000    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/binding/module.py:109(verify)
        2    0.000    0.000    0.012    0.006 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/cpython/listobj.py:868(list_append)
      563    0.002    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/errors.py:517(__init__)
    12800    0.010    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/builder.py:351(_insert)
      267    0.000    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/extending.py:140(register_jitable)
      376    0.010    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/sparse/_umath.py:308(_get_matching_coords)
        1    0.000    0.000    0.012    0.012 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/np/arraymath.py:1(<module>)
     2898    0.009    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/generic.py:265(__init__)
       18    0.000    0.000    0.012    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/interpreter.py:1412(post_process)
      444    0.001    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/values.py:943(<listcomp>)
       18    0.002    0.000    0.012    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/interpreter.py:973(peep_hole_delete_with_exit)
     1734    0.012    0.000    0.012    0.000 {built-in method numpy.arange}
    44798    0.012    0.000    0.012    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/event.py:138(is_start)
       73    0.000    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:638(_compile_bytecode)
     1030    0.011    0.000    0.011    0.000 {built-in method posix.stat}
      752    0.001    0.000    0.011    0.000 <__array_function__ internals>:177(broadcast_arrays)
     1693    0.004    0.000    0.011    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/contextlib.py:482(__exit__)
     1504    0.002    0.000    0.011    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2523(cumsum)
    33942    0.011    0.000    0.011    0.000 {method 'rpartition' of 'str' objects}
    21607    0.011    0.000    0.011    0.000 {built-in method builtins.min}
      432    0.010    0.000    0.011    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/analysis.py:81(def_reach)
       42    0.000    0.000    0.011    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/callconv.py:397(set_static_user_exc)
    22399    0.009    0.000    0.011    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/event.py:265(on_start)
      187    0.001    0.000    0.011    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/base.py:1180(__init__)
       73    0.011    0.000    0.011    0.000 {built-in method marshal.loads}
      936    0.001    0.000    0.011    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/compiler_lock.py:19(__enter__)
     1368    0.003    0.000    0.011    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/contextlib.py:415(enter_context)
       93    0.001    0.000    0.011    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typeinfer.py:715(__call__)
       26    0.000    0.000    0.011    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/pprint.py:419(_pprint_default_dict)
     5271    0.011    0.000    0.011    0.000 {built-in method numpy.frombuffer}
     1504    0.002    0.000    0.011    0.000 {method 'all' of 'numpy.ndarray' objects}
    11767    0.011    0.000    0.011    0.000 {built-in method numpy.empty}
      752    0.001    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1040(get_resource_reader)
      752    0.002    0.000    0.011    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numpy/core/numeric.py:632(flatnonzero)
        8    0.000    0.000    0.011    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/ssa.py:83(_fix_ssa_vars)
    80088    0.011    0.000    0.011    0.000 {method 'span' of 're.Match' objects}
     7149    0.004    0.000    0.011    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/series.py:718(_values)
        2    0.000    0.000    0.011    0.005 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/cpython/iterators.py:85(iternext_zip)
     6392    0.002    0.000    0.011    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/sparse/_utils.py:401(<genexpr>)
     9024    0.011    0.000    0.011    0.000 {function ZipExtFile.close at 0x77f3bed711f0}
      936    0.001    0.000    0.011    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/compiler_lock.py:22(__exit__)
      161    0.000    0.000    0.011    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/errors.py:679(__init__)
      936    0.001    0.000    0.011    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/compiler_lock.py:11(acquire)
     5084    0.006    0.000    0.010    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/sparse/_utils.py:87(_zero_of_dtype)
      167    0.000    0.000    0.010    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/callconv.py:161(_get_arg_packer)
     1660    0.001    0.000    0.010    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/values.py:979(<genexpr>)
     1632    0.003    0.000    0.010    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/instructions.py:459(descr)
      187    0.001    0.000    0.010    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/base.py:1209(__call__)
