Wed Aug  6 12:02:42 2025    output.prof

         11870861 function calls (11437881 primitive calls) in 70.321 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       33    0.000    0.000    0.045    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/untyped_passes.py:244(run_pass)
    25809    0.028    0.000    0.045    0.000 {method 'decode' of 'bytes' objects}
     2663    0.004    0.000    0.045    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/binding/value.py:250(is_declaration)
       33    0.001    0.000    0.045    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/inline_closurecall.py:80(run)
    49068    0.044    0.000    0.044    0.000 {method 'tell' of '_io.BufferedReader' objects}
     1152    0.004    0.000    0.044    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/builder.py:297(if_then)
     9024    0.020    0.000    0.044    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/zipfile.py:1051(close)
15631/14059    0.012    0.000    0.044    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/contextlib.py:117(__exit__)
        4    0.000    0.000    0.044    0.011 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/cgutils.py:1225(create_constant_array)
9707/9560    0.005    0.000    0.044    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/datamodel/manager.py:29(lookup)
     5756    0.009    0.000    0.043    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/instructions.py:666(__init__)
     3034    0.014    0.000    0.043    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/utils.py:350(order_by_target_specificity)
    80088    0.041    0.000    0.043    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/tokenize.py:170(add_whitespace)
    39244    0.020    0.000    0.043    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/event.py:100(__init__)
8650/8645    0.003    0.000    0.043    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/datamodel/manager.py:40(__getitem__)
   239107    0.029    0.000    0.042    0.000 {method 'get' of 'dict' objects}
    23524    0.013    0.000    0.042    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/sparse/_sparse_array.py:37(<genexpr>)
      702    0.000    0.000    0.042    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/runtime/context.py:378(incref)
      752    0.003    0.000    0.041    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numpy/lib/twodim_base.py:376(tri)
    26012    0.022    0.000    0.041    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/_utils.py:24(deduplicate)
     2962    0.004    0.000    0.041    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1038(argsort)
     1880    0.004    0.000    0.040    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numpy/lib/arraysetops.py:138(unique)
     1476    0.002    0.000    0.040    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/cgutils.py:929(gep_inbounds)
      440    0.004    0.000    0.040    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:683(reindex_indexer)
42109/30199    0.022    0.000    0.040    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/types/abstract.py:121(__hash__)
84565/82849    0.015    0.000    0.040    0.000 {built-in method builtins.repr}
2501/2237    0.001    0.000    0.039    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/ir_utils.py:1542(guard)
       35    0.000    0.000    0.039    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/callwrapper.py:20(add_arg)
    36855    0.009    0.000    0.039    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typing/templates.py:1303(new_registrations)
     3792    0.008    0.000    0.039    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/base.py:352(install_registry)
     1491    0.005    0.000    0.038    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/cgutils.py:936(gep)
     1217    0.003    0.000    0.038    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typing/context.py:374(resolve_value_type)
      604    0.011    0.000    0.038    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/np/numpy_support.py:357(ufunc_find_matching_loop)
   384539    0.038    0.000    0.038    0.000 {method 'append' of 'list' objects}
    10955    0.014    0.000    0.037    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/weakref.py:382(__getitem__)
      144    0.000    0.000    0.037    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/binding/module.py:167(link_in)
       99    0.000    0.000    0.037    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/postproc.py:158(_insert_var_dels)
       99    0.011    0.000    0.037    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/postproc.py:179(_patch_var_dels)
       33    0.000    0.000    0.037    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typed_passes.py:555(run_pass)
       33    0.000    0.000    0.036    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/ir_utils.py:2238(check_and_legalize_ir)
     1244    0.001    0.000    0.036    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/cgutils.py:142(_get_ptr_by_index)
     3291    0.004    0.000    0.035    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/datamodel/models.py:629(get)
     2673    0.003    0.000    0.035    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/datamodel/models.py:709(getter)
6392/1880    0.008    0.000    0.035    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/sparse/_utils.py:370(normalize_axis)
       29    0.000    0.000    0.035    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/imputils.py:192(imp)
      297    0.001    0.000    0.035    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/postproc.py:46(livemap)
     1128    0.004    0.000    0.034    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/sparse/_common.py:492(wrapped)
      741    0.005    0.000    0.034    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/values.py:936(__init__)
     2233    0.005    0.000    0.034    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1873(from_array)
     1880    0.002    0.000    0.034    0.000 <__array_function__ internals>:177(prod)
91577/91487    0.022    0.000    0.034    0.000 {built-in method builtins.hasattr}
     3842    0.009    0.000    0.034    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typing/context.py:542(_rate_arguments)
     1794    0.005    0.000    0.034    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1171(maybe_infer_to_datetimelike)
     1387    0.032    0.000    0.034    0.000 {built-in method io.open}
      297    0.001    0.000    0.034    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/analysis.py:60(compute_live_map)
      605    0.001    0.000    0.033    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/lowering.py:1561(incref)
      440    0.002    0.000    0.033    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:747(<listcomp>)
     3070    0.010    0.000    0.033    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:69(_wrapreduction)
     2962    0.033    0.000    0.033    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       33    0.000    0.000    0.033    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typed_passes.py:881(run_pass)
   116984    0.022    0.000    0.033    0.000 {built-in method builtins.issubclass}
     1555    0.001    0.000    0.033    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/base.py:42(find)
      594    0.001    0.000    0.032    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/analysis.py:71(fix_point)
      752    0.014    0.000    0.032    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/sparse/_coo/core.py:1353(_prune)
    15631    0.009    0.000    0.032    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/contextlib.py:238(helper)
       34    0.000    0.000    0.032    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/callconv.py:520(unpack_exception)
       15    0.000    0.000    0.032    0.002 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/lowering.py:596(lower_setitem)
       34    0.001    0.000    0.032    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/codegen.py:773(_verify_declare_only_symbols)
    34477    0.032    0.000    0.032    0.000 {method 'read' of '_io.BufferedReader' objects}
      893    0.003    0.000    0.031    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/extending.py:129(decorate)
41532/37547    0.010    0.000    0.031    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/abc.py:100(__subclasscheck__)
       33    0.001    0.000    0.031    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/lowering.py:29(__init__)
    33542    0.021    0.000    0.031    0.000 <frozen importlib._bootstrap>:389(parent)
      880    0.004    0.000    0.031    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:926(take_nd)
     1941    0.002    0.000    0.031    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/binding/module.py:240(_next)
     1880    0.023    0.000    0.031    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numpy/lib/arraysetops.py:323(_unique1d)
     1185    0.003    0.000    0.031    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/builder.py:875(call)
      507    0.003    0.000    0.031    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typing/context.py:700(load_additional_registries)
       33    0.000    0.000    0.030    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typeinfer.py:1036(build_constraint)
       76    0.001    0.000    0.030    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/codegen.py:684(_get_module_for_linking)
        1    0.000    0.000    0.030    0.030 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/cpython/charseq.py:1(<module>)
     3384    0.009    0.000    0.030    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/sparse/_common.py:494(<genexpr>)
     1069    0.001    0.000    0.030    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typeinfer.py:1384(constrain_statement)
      752    0.029    0.000    0.029    0.000 {method 'outer' of 'numpy.ufunc' objects}
      995    0.002    0.000    0.029    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typing/context.py:263(resolve_getattr)
     3008    0.011    0.000    0.029    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/warnings.py:130(filterwarnings)
     1880    0.004    0.000    0.029    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2955(prod)
      376    0.029    0.000    0.029    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/nmrsim/math.py:98(<listcomp>)
      906    0.001    0.000    0.029    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typeinfer.py:1453(typeof_assign)
     1107    0.001    0.000    0.029    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/cgutils.py:417(get_or_insert_function)
     1242    0.004    0.000    0.029    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typing/typeof.py:27(typeof)
    40624    0.019    0.000    0.029    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numpy/core/numerictypes.py:282(issubclass_)
    40250    0.021    0.000    0.028    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/event.py:270(on_end)
     1816    0.015    0.000    0.028    0.000 {pandas._libs.lib.maybe_convert_objects}
       33    0.003    0.000    0.028    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/byteflow.py:80(run)
       16    0.000    0.000    0.028    0.002 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/np/arrayobj.py:496(getitem_array_tuple)
    40356    0.021    0.000    0.028    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/pprint.py:99(_safe_tuple)
    41/35    0.000    0.000    0.028    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/pythonapi.py:1422(to_native_value)
     6212    0.017    0.000    0.028    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/sparse/_umath.py:127(_get_broadcast_shape)
     1926    0.005    0.000    0.027    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/pathlib.py:658(_parse_args)
      534    0.002    0.000    0.027    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/base.py:49(_find)
       34    0.001    0.000    0.027    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/codegen.py:767(_finalize_dynamic_globals)
      622    0.001    0.000    0.027    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/cgutils.py:149(__getattr__)
     3561    0.008    0.000    0.027    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/generic.py:5991(__setattr__)
     3386    0.003    0.000    0.027    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/types/functions.py:305(<listcomp>)
       52    0.000    0.000    0.027    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typing/context.py:329(resolve_setitem)
      167    0.001    0.000    0.027    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/np/arrayobj.py:96(shape)
     1185    0.011    0.000    0.027    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/instructions.py:68(__init__)
     2488    0.005    0.000    0.026    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/builder.py:769(store)
     1128    0.008    0.000    0.026    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/zipfile.py:257(_EndRecData)
     3760    0.003    0.000    0.026    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/sparse/_umath.py:96(_get_nary_broadcast_shape)
     2233    0.010    0.000    0.026    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2385(new_block)
     5247    0.004    0.000    0.026    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/cpu_options.py:16(__repr__)
      144    0.001    0.000    0.026    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/binding/linker.py:5(link_modules)
      775    0.003    0.000    0.026    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/pathlib.py:1039(__new__)
      628    0.001    0.000    0.026    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/cgutils.py:166(__getitem__)
       82    0.001    0.000    0.025    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/base.py:412(declare_function)
     5226    0.007    0.000    0.025    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/warnings.py:165(simplefilter)
        1    0.000    0.000    0.025    0.025 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/cpython/unicode.py:1(<module>)
     5692    0.007    0.000    0.025    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/types.py:77(__call__)
       75    0.000    0.000    0.025    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typeinfer.py:467(__call__)
     2515    0.004    0.000    0.025    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/builder.py:756(load)
       33    0.000    0.000    0.025    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/untyped_passes.py:138(run_pass)
      792    0.006    0.000    0.025    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/analysis.py:235(compute_cfg_from_blocks)
      220    0.000    0.000    0.025    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/frame.py:11286(values)
1521/1386    0.001    0.000    0.025    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/base.py:689(cast)
       34    0.001    0.000    0.025    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/codegen.py:1013(scan_unresolved_symbols)
      741    0.002    0.000    0.025    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/values.py:973(descr_prototype)
      220    0.001    0.000    0.024    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1677(as_array)
       33    0.000    0.000    0.024    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/lowering.py:357(init)
     6627    0.004    0.000    0.024    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/types/functions.py:230(_unlit_non_poison)
      752    0.001    0.000    0.024    0.000 <frozen importlib._bootstrap_external>:1050(resource_path)
    32649    0.012    0.000    0.024    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/utils.py:497(stream_list)
       33    0.002    0.000    0.024    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/lowering.py:373(_find_singly_assigned_variable)
       34    0.001    0.000    0.024    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/codegen.py:1032(scan_defined_symbols)
     5379    0.007    0.000    0.024    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/series.py:1099(_get_value)
37392/36009    0.017    0.000    0.024    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/types/abstract.py:124(__eq__)
      413    0.022    0.000    0.024    0.000 {built-in method builtins.sum}
     1504    0.002    0.000    0.024    0.000 <__array_function__ internals>:177(diff)
      297    0.011    0.000    0.024    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/analysis.py:118(compute_dead_maps)
36430/35990    0.021    0.000    0.024    0.000 {built-in method numpy.asarray}
      752    0.005    0.000    0.024    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/sparse/_umath.py:547(_check_broadcast)
1248/1242    0.001    0.000    0.024    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/functools.py:870(wrapper)
       44    0.000    0.000    0.024    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typeinfer.py:776(__call__)
       34    0.001    0.000    0.023    0.001 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/callconv.py:468(unpack_dynamic_exception)
     1173    0.002    0.000    0.023    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/interpreter.py:1761(_dispatch)
     8234    0.013    0.000    0.023    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/warnings.py:181(_add_filter)
      474    0.000    0.000    0.023    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/runtime/nrt.py:19(initialize)
7425/7414    0.005    0.000    0.023    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typing/context.py:517(can_convert)
      660    0.005    0.000    0.023    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/frame.py:3713(__getitem__)
      220    0.006    0.000    0.023    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1741(_interleave)
      681    0.001    0.000    0.023    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/inspect.py:3103(signature)
     1581    0.003    0.000    0.023    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/llvmlite/ir/builder.py:922(gep)
    39688    0.015    0.000    0.023    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/event.py:66(_guard_kind)
        1    0.000    0.000    0.023    0.023 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/runtime/nrtdynmod.py:205(compile_nrt_functions)
    15631    0.019    0.000    0.023    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/contextlib.py:82(__init__)
      543    0.000    0.000    0.023    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typeinfer.py:1473(resolve_value_type)
      880    0.002    0.000    0.023    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/array_algos/take.py:58(take_nd)
      328    0.000    0.000    0.022    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/cgutils.py:124(_make_refs)
      440    0.002    0.000    0.022    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/indexing.py:2476(check_bool_indexer)
      775    0.002    0.000    0.022    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/pathlib.py:678(_from_parts)
      681    0.000    0.000    0.022    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/inspect.py:2851(from_callable)
41532/37547    0.022    0.000    0.022    0.000 {built-in method _abc._abc_subclasscheck}
     2234    0.002    0.000    0.022    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/_config/config.py:260(__call__)
       66    0.000    0.000    0.022    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/cgutils.py:694(get_item_pointer)
      297    0.001    0.000    0.022    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/transforms.py:353(canonicalize_cfg)
     1347    0.001    0.000    0.022    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/abc.py:84(__new__)
      681    0.003    0.000    0.022    0.000 /home/sp970/.local/share/uv/python/cpython-3.8.20-linux-x86_64-gnu/lib/python3.8/inspect.py:2218(_signature_from_callable)
     1995    0.007    0.000    0.022    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typing/context.py:287(find_matching_getattr_template)
    18/13    0.000    0.000    0.022    0.002 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/imputils.py:333(wrapper)
     1961    0.001    0.000    0.022    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/typing/context.py:268(core)
     2897    0.013    0.000    0.022    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/pandas/core/generic.py:5931(__finalize__)
      148    0.000    0.000    0.022    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/inline_closurecall.py:1401(match)
      230    0.009    0.000    0.022    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/trainingDataLib.py:229(<listcomp>)
     2266    0.008    0.000    0.021    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numpy/core/_dtype.py:344(_name_get)
      148    0.003    0.000    0.021    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/inline_closurecall.py:1414(_inline_const_arraycall)
      297    0.001    0.000    0.021    0.000 /home/sp970/sam/notes/Create_Training_Data_Function/.venv/lib/python3.8/site-packages/numba/core/transforms.py:283(canonicalize_cfg_single_backedge)
